Nom,Naissance,Taille,Poids,Nationalité,Latéralité
M. Spiranovic,6/27/1988,193.04,88,Australia,Right
Varela,2/2/1985,152.4,78.9,Portugal,Right
J. Garro,11/24/1992,152.4,71.2,Argentina,Right
M. Hartmann,2/25/1988,193.04,93.9,Germany,Right
C. Araujo,11/19/1981,172.72,68.9,Argentina,Right
L. Montes,5/15/1986,165.1,67.1,Mexico,Left
M. Madl,3/21/1988,154.94,73.9,Austria,Right
J. Arango,2/5/1991,154.94,82.1,Colombia,Right
M. Chanot,1/21/1990,185.42,83.9,Luxembourg,Right
D. Linsmayer,9/19/1991,182.88,78.9,Germany,Left
G. Fofana,12/17/1992,182.88,78,France,Right
J. Velázquez,10/23/1990,182.88,79.8,Argentina,Right
S. Hierländer,2/3/1991,154.94,73,Austria,Right
A. Schiavone,2/25/1993,154.94,83,Italy,Right
D. Zbozień,4/25/1989,185.42,79.8,Poland,Right
N. Besara,2/25/1991,182.88,76.2,Sweden,Right
Roderick Miranda,3/30/1991,193.04,88.9,Portugal,Right
Adeilson Gesser,2/29/1992,175.26,69.9,Brazil,Left
W. Camacho,4/8/1986,152.4,68.9,Uruguay,Left
J. Quiñones,11/5/1989,195.58,86.2,Colombia,Right
Dani Jiménez,3/5/1990,152.4,72.1,Spain,Right
B. Salamon,5/1/1991,195.58,88.9,Poland,Right
Pita,12/8/1984,187.96,81.2,Spain,Right
G. Achilier,3/24/1985,152.4,84.8,Ecuador,Right
Escassi,2/28/1989,185.42,78,Spain,Right
I. Pillud,4/24/1986,152.4,81.2,Argentina,Right
Guilherme Sityá,4/1/1990,152.4,76.2,Brazil,Left
Filipe Augusto,8/12/1993,182.88,79.8,Brazil,Left
T. Darikwa,12/13/1991,187.96,77.1,Zimbabwe,Right
T. Ream,10/5/1987,187.96,79.8,United States,Left
J. Plašil,1/5/1982,182.88,71.2,Czech Republic,Right
S. Torrico,2/22/1980,182.88,83.9,Argentina,Right
D. Asprilla,1/12/1989,152.4,77.1,Colombia,Right
Elsinho,11/30/1989,154.94,78,Brazil,Right
L. Capezzi,3/28/1995,152.4,72.1,Italy,Right
Z. Erdal,1/5/1988,182.88,73,Turkey,Left
Y. Andreu,5/3/1989,152.4,69.9,France,Right
M. Suárez,6/24/1996,182.88,79.8,Uruguay,Right
J. González,4/13/1999,175.26,62.1,Mexico,Right
Garrido,10/9/1989,185.42,81.2,Spain,Right
Suso Santana,3/2/1985,172.72,62.1,Spain,Right
K. Nakamura,2/27/1995,185.42,82.1,Japan,Right
G. Gillet,3/9/1984,185.42,78.9,Belgium,Right
A. Abrashi,3/27/1990,172.72,71.2,Albania,Right
C. Wickham,3/31/1993,190.5,89.8,England,Right
J. Faussurier,1/14/1987,172.72,69.9,France,Right
M. Bruno,9/17/1993,152.4,73.9,Belgium,Right
A. Diallo,3/30/1992,190.5,82.1,Senegal,Right
João Teixeira,2/6/1994,152.4,72.1,Portugal,Right
J. Morrow,10/4/1987,175.26,74.8,United States,Left
I. Canuto,2/20/1986,154.94,82.1,Argentina,Right
J. El Yamiq,2/29/1992,190.5,83,Morocco,Right
C. Stanković,11/4/1992,185.42,79.8,Austria,Right
M. Pérez,2/14/1993,170.18,74.8,Mexico,Right
H. González,8/1/1990,185.42,82.1,Mexico,Right
M. Ilaimaharitra,7/26/1995,152.4,78.9,Madagascar,Right
M. Barragán,7/14/1991,152.4,76.2,Mexico,Right
A. Milošević,1/30/1992,190.5,82.1,Sweden,Right
Guillermo,5/23/1993,154.94,73.9,Spain,Right
M. Pereira Lage,11/30/1996,154.94,67.1,Portugal,Right
V. Osimhen,12/29/1998,185.42,78,Nigeria,Right
N. Ortigoza,10/7/1984,154.94,78,Paraguay,Right
M. Sprocati,11/30/1993,172.72,74.8,Italy,Right
S. Piette,11/12/1994,170.18,78.9,Canada,Right
M. Korhut,12/1/1988,154.94,76.2,Hungary,Left
A. Giannou,1/25/1990,185.42,78.9,Australia,Right
J. Mattheij,4/1/1993,190.5,83.9,Netherlands,Right
Paulinho,7/15/2000,152.4,77.1,Brazil,Right
A. Andrade,2/23/1989,152.4,71.2,Colombia,Right
M. Barthelmé,9/8/1988,172.72,68,France,Left
Sandro Manoel,7/23/1988,175.26,69.9,Brazil,Right
N. Ampomah,1/2/1996,175.26,68,Ghana,Right
R. Carrascal,11/26/1992,172.72,74.8,Colombia,Right
M. Maolida,2/14/1999,182.88,76.2,France,Right
M. Bjärsmyr,1/3/1986,185.42,82.1,Sweden,Right
J. Riojas,2/29/1988,175.26,73.9,Paraguay,Right
J. Marriott,9/9/1994,172.72,71.2,England,Right
Welinton,4/10/1989,154.94,81.2,Brazil,Right
Mossa,1/24/1989,152.4,72.1,Spain,Left
Alex das Freitas,2/29/1988,172.72,76.2,Brazil,Right
F. Quignon,5/2/1993,152.4,74.8,Argentina,Left
M. Bakoš,4/15/1983,182.88,76.2,Slovakia,Right
I. Lewczuk,5/30/1985,187.96,88,Poland,Right
N. De Pauw,1/6/1990,154.94,78.9,Belgium,Right
J. Šimunović,8/4/1994,190.5,84.8,Bosnia Herzegovina,Right
J. Lopera,6/2/1987,154.94,77.1,Colombia,Right
E. Valentini,2/20/1989,182.88,78,Germany,Right
A. Guédioura,11/12/1985,152.4,81.2,Algeria,Right
J. McClean,4/22/1989,154.94,69.9,Republic of Ireland,Left
Y. Mulumbu,1/25/1987,175.26,76.2,DR Congo,Right
E. Horvath,6/9/1995,195.58,86.2,United States,Right
B. Kadrii,7/9/1991,152.4,71.2,Denmark,Left
R. Řezník,1/20/1989,182.88,79.8,Czech Republic,Right
K. Walker-Peters,4/13/1997,175.26,64,England,Right
J. Duque,5/17/1987,182.88,78.9,Colombia,Right
M. Fofana,11/23/1991,152.4,71.2,Ivory Coast,Right
W. Lautoa,8/25/1987,182.88,87.1,New Caledonia,Left
S. Malezas,3/11/1985,193.04,79.8,Greece,Right
Paulolettinho,2/29/1984,154.94,79.8,Brazil,Right
C. Suárez,2/6/1987,152.4,74.8,Chile,Right
M. Henriksen,7/25/1992,187.96,79.8,Norway,Right
Zheng Zhi,8/20/1980,154.94,74.8,China PR,Right
F. Fragapane,2/6/1993,167.64,64.9,Argentina,Right
Y. Bodiger,2/9/1995,187.96,79.8,France,Left
G. Sandoval,11/5/1995,170.18,66.2,Mexico,Right
D. Muñoz,5/26/1996,182.88,76.2,Colombia,Right
D. Cools,6/4/1996,182.88,78,Belgium,Right
Abraham González,7/16/1985,175.26,79.8,Spain,Right
C. Penilla,5/2/1991,175.26,76.2,Ecuador,Right
Aurélio Buta,2/10/1997,172.72,72.1,Portugal,Right
S. Coopman,3/12/1995,182.88,69.9,Belgium,Right
Shikabala,3/5/1986,182.88,73.9,Egypt,Left
E. Bergström,5/19/1993,187.96,87.1,Sweden,Right
L. Hejda,3/9/1990,187.96,86.2,Czech Republic,Right
M. Bourabia,8/7/1991,182.88,73,Morocco,Right
C. Ikonomidis,5/4/1995,154.94,73,Australia,Right
M. Hassen,3/5/1995,185.42,79.8,Tunisia,Right
M. Dijks,2/9/1993,193.04,93.9,Netherlands,Left
Felipe,5/15/1987,193.04,89.8,Brazil,Left
Y. Toyokawa,9/9/1994,170.18,64,Japan,Right
Jota,3/29/1999,175.26,67.1,Portugal,Right
João Afonso,5/28/1990,187.96,83.9,Portugal,Right
A. Cadavid,12/28/1985,187.96,87.1,Colombia,Left
C. Christie,9/30/1992,187.96,78,Republic of Ireland,Right
O. Kúdela,3/26/1987,182.88,78,Czech Republic,Right
Xavi Torres,11/21/1986,182.88,82.1,Spain,Right
F. Costa,5/21/1995,175.26,69.9,Italy,Left
F. Calvo,7/8/1992,154.94,77.1,Costa Rica,Left
E. Albayrak,4/23/1991,152.4,68.9,Turkey,Left
U. Đerić,5/28/1992,195.58,94.8,Serbia,Right
E. Muñoz,10/8/1990,185.42,78,Argentina,Right
C. Jerome,8/14/1986,185.42,84.8,England,Right
O. Boscagli,11/18/1997,154.94,68,France,Left
G. Verón,12/24/1989,152.4,76.2,Argentina,Right
Ewerton,12/1/1992,152.4,68.9,Brazil,Right
Heriberto Tavares,2/19/1997,154.94,66.2,Portugal,Left
O. Fernández,2/11/1993,165.1,60.8,Colombia,Right
L. Di Plácido,1/28/1994,175.26,72.1,Argentina,Right
Yun Young Sun,10/4/1988,185.42,78,Korea Republic,Right
D. Polenta,2/6/1992,185.42,94.8,Uruguay,Left
L. Fuentes,9/14/1986,172.72,64,Mexico,Left
L. Seijas,6/23/1986,152.4,71.2,Venezuela,Left
L. Kleinheisler,4/8/1994,172.72,69.9,Hungary,Right
V. Milinković-Savić,2/20/1997,203.2,92.1,Serbia,Right
Maikel Mesa,6/4/1991,187.96,78.9,Spain,Right
A. Galabinov,11/13/1988,190.5,88,Bulgaria,Right
F. Wiedwald,3/15/1990,190.5,82.1,Germany,Right
K. Steppe,11/14/1988,182.88,69.9,Belgium,Right
R. Yaremchuk,11/27/1995,190.5,78.9,Ukraine,Right
F. Tissone,7/24/1986,154.94,79.8,Argentina,Right
Afonso Figueiredo,1/6/1993,170.18,64,Portugal,Left
C. Săpunaru,4/5/1984,187.96,81.2,Romania,Right
J. Zimmer,12/6/1993,170.18,73.9,Germany,Right
T. Pledl,5/23/1994,172.72,72.1,Germany,Right
K. Coulibaly,8/21/1991,198.12,87.1,Mali,Right
J. Harper,2/28/1996,185.42,78,Scotland,Left
D. Sinkgraven,7/4/1995,152.4,64.9,Netherlands,Left
Rúben Micael,8/19/1986,175.26,69.9,Portugal,Right
N. De la Cruz,6/1/1997,167.64,64.9,Uruguay,Right
Tiago Pombeira,2/29/1988,172.72,64.9,Brazil,Left
P. Gollini,3/18/1995,187.96,79.8,Italy,Right
Cyriac,8/5/1990,172.72,74.8,Ivory Coast,Right
Fede Vico,7/4/1994,167.64,64,Spain,Left
J. Mensah,7/13/1990,187.96,83,Ghana,Right
T. Makino,5/11/1987,182.88,77.1,Japan,Right
Víctor Díaz,6/12/1988,182.88,72.1,Spain,Right
G. Dorrans,5/5/1987,152.4,78,Scotland,Right
A. Henríquez,2/1/1983,193.04,93.9,Colombia,Left
M. Capuano,10/14/1991,185.42,79.8,Italy,Left
W. Mesloub,9/4/1985,154.94,68.9,Algeria,Right
M. Coda,11/10/1988,182.88,72.1,Italy,Right
André Pereira,5/5/1995,187.96,76.2,Portugal,Left
S. Motta,3/28/1984,172.72,68.9,Colombia,Right
Osmar,6/5/1988,193.04,88.9,Spain,Left
T. Pachonik,1/4/1995,185.42,88,Germany,Right
Susaeta,12/11/1984,152.4,73.9,Spain,Right
J. Larsson,5/5/1990,182.88,74.8,Sweden,Right
S. Abdullahi,12/10/1996,185.42,86.2,Nigeria,Right
I. Tajouri-Shradi,3/28/1994,170.18,68.9,Libya,Left
E. Finlay,8/6/1990,175.26,74.8,United States,Right
Y. El Ghanassy,7/12/1990,172.72,73,Belgium,Right
F. Tomori,12/19/1997,185.42,74.8,England,Right
Somália,9/28/1988,154.94,73,Brazil,Right
M. Bianchetti,3/17/1993,187.96,81.2,Italy,Right
M. Boland,4/23/1987,175.26,69.9,Germany,Left
D. Fry,8/30/1997,190.5,72.1,England,Right
Koo Ja Ryong,4/6/1992,182.88,74.8,Korea Republic,Right
U. Radaković,3/31/1994,193.04,88.9,Serbia,Right
I. Fiolić,4/29/1996,175.26,69.9,Croatia,Left
F. Andrijašević,6/22/1991,185.42,82.1,Croatia,Right
Alam Araújo,2/29/1992,152.4,78,Brazil,Left
Dani Calvo,4/1/1994,190.5,82.1,Spain,Right
U. Bulut,3/15/1983,182.88,74.8,Turkey,Right
Francisco Trincão,12/29/1999,182.88,69.9,Portugal,Left
Diego Galo,1/14/1984,185.42,78.9,Brazil,Right
E. Kachunga,4/22/1992,152.4,73.9,DR Congo,Right
C. Moritz,1/27/1990,185.42,79.8,Germany,Right
F. Barrientos,11/17/1991,175.26,69.9,Argentina,Right
D. Riascos,6/26/1986,154.94,73,Colombia,Right
T. Moulin,1/13/1990,175.26,74.8,France,Right
A. Gojak,2/13/1997,182.88,78,Bosnia Herzegovina,Right
O. Zahustel,6/18/1991,187.96,77.1,Czech Republic,Right
João Bardinho,2/29/1984,152.4,71.2,Brazil,Left
W. Endo,2/9/1993,152.4,74.8,Japan,Right
Pedro López,11/1/1983,175.26,72.1,Spain,Right
R. Philippoteaux,3/2/1988,170.18,67.1,France,Right
R. Himmelmann,2/5/1989,187.96,79.8,Germany,Right
R. Gestede,10/10/1988,193.04,86.2,Benin,Right
M. Kramer,12/3/1988,195.58,79.8,Netherlands,Right
L. Vitale,10/5/1987,154.94,71.2,Italy,Left
R. Benzar,3/26/1992,154.94,71.2,Romania,Right
R. Matarrita,7/9/1994,175.26,69.9,Costa Rica,Left
R. Carrera,1/10/1992,182.88,72.1,Argentina,Right
Heitor Gesse,2/29/1984,152.4,68.9,Brazil,Left
Léo Jardim,3/20/1995,187.96,73.9,Brazil,Right
G. Kvilitaia,10/1/1993,193.04,82.1,Georgia,Right
R. Strieder,7/6/1992,175.26,68,Germany,Right
W. Routledge,1/7/1985,170.18,77.1,England,Right
J. Hayes,7/9/1987,172.72,73,Republic of Ireland,Left
M. Targett,9/18/1995,182.88,69.9,England,Left
Rodolfo,5/3/1993,170.18,66.2,Brazil,Left
I. Sacko,7/19/1997,182.88,69.9,France,Right
Y. Suzuki,4/26/1996,182.88,74.8,Japan,Right
M. Nyatama,8/15/1987,175.26,81.2,South Africa,Right
J. Grimm,3/27/1987,154.94,68.9,France,Right
C. Puggioni,1/17/1981,187.96,81.2,Italy,Right
A. Sagal,4/18/1993,154.94,77.1,Chile,Left
X. Mercier,7/25/1989,175.26,71.2,France,Right
Babanco,7/27/1985,152.4,69.9,Cape Verde,Left
K. Tsimikas,5/12/1996,175.26,68,Greece,Left
A. Cole,12/20/1980,175.26,66.2,England,Left
Eugeni,7/19/1994,182.88,74.8,Spain,Right
D. Kolovetsios,10/16/1991,182.88,77.1,Greece,Left
G. Pezzella,11/29/1997,187.96,84.8,Italy,Left
B. Davies,8/11/1995,185.42,73.9,England,Left
S. Memišević,8/13/1993,185.42,77.1,Bosnia Herzegovina,Right
I. Bangoura,1/2/1985,175.26,73,Guinea,Right
T. Barkhuizen,7/4/1993,175.26,69.9,England,Right
J. Paterson,12/20/1991,175.26,67.1,England,Right
I. Pettersson,6/6/1997,154.94,79.8,Sweden,Left
R. Gauld,12/16/1995,170.18,60.8,Scotland,Left
S. Silva,12/9/1980,185.42,79.8,Uruguay,Right
R. Ripart,3/14/1993,154.94,73,France,Right
F. Chalov,4/10/1998,154.94,77.1,Russia,Right
R. Bauer,4/9/1995,182.88,78.9,Germany,Right
S. Grippo,12/12/1988,187.96,79.8,Switzerland,Right
Jaime Romero,7/31/1990,175.26,77.1,Spain,Left
G. Bellusci,8/21/1989,182.88,79.8,Italy,Right
O. Hawsawi,9/27/1985,185.42,76.2,Saudi Arabia,Right
Go Yo Han,3/10/1988,170.18,64.9,Korea Republic,Right
J. Price,12/19/1992,170.18,68.9,England,Right
T. Barnetta,5/22/1985,152.4,69.9,Switzerland,Right
A. Luci,3/30/1985,172.72,68,Italy,Right
Lyanco,2/1/1997,187.96,74.8,Brazil,Right
J. Ruddy,10/24/1986,193.04,97.1,England,Right
Naranjo,7/28/1994,185.42,79.8,Spain,Right
Luis García,2/6/1981,152.4,64.9,Spain,Right
K. Beckerman,4/23/1982,152.4,69.9,United States,Right
M. Pavone,5/27/1982,152.4,83.9,Argentina,Right
Wellington Nem,2/6/1992,165.1,68.9,Brazil,Left
Serginho,8/4/1986,152.4,69.9,Brazil,Right
L. Albertengo,1/30/1991,187.96,74.8,Argentina,Right
M. Makuszewski,9/29/1989,175.26,69.9,Poland,Right
A. Nahuelpan,10/15/1987,190.5,92.1,Argentina,Left
M. Thorsby,5/5/1996,185.42,72.1,Norway,Right
T. Knipping,11/24/1992,187.96,82.1,Germany,Left
J. Paintsil,2/1/1998,167.64,68,Ghana,Right
E. Cecchini,12/24/1996,152.4,78,Argentina,Right
M. Morishige,5/21/1987,182.88,76.2,Japan,Right
J. Correa,4/4/1993,170.18,69.9,Argentina,Left
A. Cordaz,1/1/1983,187.96,83,Italy,Right
O. Deschacht,2/16/1981,182.88,81.2,Belgium,Left
S. Gashi,7/15/1988,182.88,74.8,Albania,Left
N. Fernández,2/8/1996,165.1,66.2,Argentina,Right
S. Aydoğdu,1/5/1991,154.94,72.1,Turkey,Left
Jordi Calavera,8/2/1995,182.88,73.9,Spain,Right
Sergio Herrera,6/6/1993,193.04,79.8,Spain,Right
R. Gagliolo,4/28/1990,154.94,74.8,Italy,Left
R. Schüller,6/18/1991,152.4,67.1,Finland,Left
J. Murphy,2/24/1995,172.72,67.1,England,Right
M. Pektemek,8/11/1988,182.88,72.1,Turkey,Right
O. Skúlason,4/1/1983,182.88,81.2,Iceland,Right
S. Šćepović,1/10/1990,187.96,76.2,Serbia,Right
Z. Stieber,10/16/1988,175.26,67.1,Hungary,Left
Allison Sireo,2/29/1988,193.04,84.8,Brazil,Right
Sivera,8/11/1996,182.88,74.8,Spain,Right
A. Trondsen,3/30/1995,182.88,78,Norway,Left
J. Botaka,6/24/1993,182.88,81.2,DR Congo,Right
Cafú,2/26/1993,182.88,83.9,Portugal,Right
C. Mavinga,5/26/1991,185.42,78,DR Congo,Left
Vágner Corraldo,2/29/1988,175.26,69.9,Brazil,Left
C. Menéndez,4/2/1988,185.42,79.8,Argentina,Right
L. Immers,6/8/1986,187.96,78,Netherlands,Right
Elustondo,3/18/1987,182.88,78.9,Spain,Right
Y. Cahuzac,1/18/1985,152.4,69.9,France,Right
L. Ariaudo,6/11/1989,185.42,78.9,Italy,Left
K. Molino,6/17/1990,172.72,69.9,Trinidad & Tobago,Right
M. Cauteruccio,4/14/1987,154.94,76.2,Uruguay,Right
S. Byram,9/16/1993,182.88,72.1,England,Right
Sergio Sánchez,4/3/1986,185.42,78,Spain,Right
N. Domínguez,6/28/1998,152.4,73,Argentina,Right
R. Elliot,4/30/1986,190.5,93.9,Republic of Ireland,Left
T. Carroll,5/28/1992,152.4,66.2,England,Left
L. Rosić,6/29/1993,190.5,82.1,Serbia,Right
D. Villalpando,8/4/1991,172.72,67.1,Mexico,Right
W. Ángel,3/18/1993,187.96,83.9,Venezuela,Right
S. Martinsson Ngouali,1/23/1992,175.26,74.8,Gabon,Right
R. Woods,12/13/1993,172.72,69.9,England,Right
Jorge Teixeira,8/27/1986,187.96,88.9,Portugal,Right
M. Higashiguchi,5/12/1986,182.88,78,Japan,Right
A. Esiti,5/24/1994,182.88,88,Nigeria,Right
Y. Mollo,7/18/1989,175.26,78.9,France,Right
M. Djenepo,6/15/1998,152.4,64.9,Mali,Right
Gelson Dala,7/13/1996,175.26,64.9,Angola,Right
Cristian Herrera,3/13/1991,187.96,84.8,Spain,Left
Djalma,5/30/1987,152.4,78,Angola,Right
C. Fai,8/13/1992,167.64,72.1,Cameroon,Right
A. Tettey,4/4/1986,154.94,68,Norway,Right
S. Di Carmine,9/29/1988,187.96,78,Italy,Right
C. Mulgrew,3/6/1986,190.5,83,Scotland,Left
Nuno Coelho,11/23/1987,182.88,76.2,Portugal,Right
L. Ceppitelli,8/11/1989,187.96,83,Italy,Right
Fábio,7/9/1990,172.72,64.9,Brazil,Right
A. Williams,8/23/1984,182.88,77.1,Wales,Right
I. Ávila,7/2/1990,167.64,68,Peru,Right
A. Murgia,8/9/1996,185.42,78,Italy,Right
S. Uçan,1/6/1994,182.88,64.9,Turkey,Right
R. Gudiño,4/22/1996,195.58,83.9,Mexico,Right
J. Russell,4/8/1990,152.4,76.2,Scotland,Left
S. Hutchinson,8/3/1989,182.88,73,England,Right
T. Ben Haim,8/5/1989,154.94,74.8,Israel,Right
M. Rybus,8/19/1989,172.72,74.8,Poland,Left
N. Jelavić,8/27/1985,187.96,88,Croatia,Right
A. Ramos,1/22/1986,185.42,78,Colombia,Right
Y. Namli,6/20/1994,154.94,63,Denmark,Left
L. Haraslín,5/26/1996,182.88,71.2,Slovakia,Left
Y. Gouffran,5/25/1986,175.26,76.2,France,Right
J. Gómez,9/10/1993,172.72,63,Argentina,Right
Sin Jin Ho,9/7/1988,152.4,72.1,Korea Republic,Right
R. Kishna,1/4/1995,182.88,77.1,Netherlands,Left
O. Alderete,12/26/1996,187.96,77.1,Paraguay,Left
M. Pisano,12/13/1991,165.1,60.8,Argentina,Left
C. Jullien,3/22/1993,195.58,88,France,Right
S. Lletget,9/3/1992,152.4,74.8,United States,Right
C. Trimmel,2/24/1987,187.96,81.2,Austria,Right
M. Leye,12/1/1982,182.88,74.8,Senegal,Right
Edu Expósito,8/1/1996,152.4,67.1,Spain,Right
Xavier,7/6/1992,175.26,66.2,Portugal,Left
J. Gutiérrez,7/5/1983,182.88,83,Argentina,Right
Feng Xiaoting,10/22/1985,187.96,78,China PR,Right
K. Galanopoulos,12/28/1997,172.72,72.1,Greece,Right
A. Sørloth,12/5/1995,193.04,89.8,Norway,Left
J. Wiland,1/24/1981,187.96,78,Sweden,Right
R. Delgado,1/13/1990,175.26,78,Argentina,Left
C. Nhamoinesu,1/6/1986,185.42,78,Zimbabwe,Left
P. Olayinka,11/16/1995,187.96,77.1,Nigeria,Right
Vigaray,9/7/1994,182.88,69.9,Spain,Right
I. Runje,10/9/1990,193.04,83,Croatia,Right
Fernando Canesín,2/27/1992,175.26,72.1,Brazil,Right
Sergi Palencia,3/23/1996,167.64,67.1,Spain,Right
Oier,5/25/1986,152.4,72.1,Spain,Right
Fran Mérida,3/4/1990,152.4,73.9,Spain,Left
J. Cristaldo,3/5/1989,175.26,73,Argentina,Right
Simao Mate,7/23/1988,152.4,76.2,Mozambique,Right
N. Baker,4/23/1991,187.96,82.1,England,Left
J. Savarino,11/11/1996,170.18,66.2,Venezuela,Right
Danilo,10/29/1991,170.18,72.1,Brazil,Left
J. Ikoko,2/3/1994,152.4,76.2,DR Congo,Right
M. Trotta,9/29/1992,187.96,84.8,Italy,Left
B. Linssen,10/8/1990,170.18,64,Netherlands,Right
A. Cerci,7/23/1987,154.94,78,Italy,Left
O. Etebo,11/9/1995,175.26,69.9,Nigeria,Right
K. Acosta,7/24/1995,152.4,68,United States,Right
N. Höfler,3/9/1990,154.94,78,Germany,Right
Ontiveros,9/9/1997,170.18,74.8,Spain,Right
Ronaldo Vieira,7/19/1998,152.4,69.9,England,Right
C. Knasmüllner,4/30/1992,154.94,69.9,Austria,Right
G. Lajud,12/25/1993,154.94,79.8,Mexico,Right
I. Gómez,2/28/1997,167.64,59.9,Argentina,Right
Andrei Girotto,2/17/1992,185.42,78.9,Brazil,Right
C. Arboleda,6/8/1986,170.18,59.9,Colombia,Right
J. Cabot,4/18/1994,165.1,64,France,Right
C. Basham,7/20/1988,190.5,79.8,England,Right
R. Bobadilla,6/18/1987,152.4,91.2,Paraguay,Right
F. Nita,7/3/1987,182.88,73,Romania,Right
M. Camara,2/28/1997,154.94,81.2,Guinea,Right
M. Guendouzi,4/14/1999,185.42,68,France,Right
P. Stenzel,3/20/1996,182.88,73.9,Germany,Right
Z. Vanheusden,7/29/1999,185.42,82.1,Belgium,Right
S. Juklerød,5/18/1994,187.96,79.8,Norway,Left
K. Onisiwo,3/17/1992,187.96,84.8,Austria,Right
Tiago,6/17/1990,190.5,88.9,Brazil,Right
G. Mancini,4/17/1996,190.5,77.1,Italy,Right
H. Kiyotake,11/12/1989,172.72,66.2,Japan,Right
Maycon,7/13/1997,172.72,71.2,Brazil,Left
S. Benrahma,8/10/1995,172.72,67.1,Algeria,Right
R. Holzhauser,2/16/1993,193.04,83.9,Austria,Left
A. Al Habsi,12/30/1981,193.04,93,Oman,Right
J. Hamad,11/6/1990,172.72,72.1,Sweden,Right
V. Salazar,5/26/1993,175.26,67.1,Argentina,Right
M. Oikonomou,10/6/1992,187.96,84.8,Greece,Right
T. Zengin,10/10/1983,193.04,89.8,Turkey,Right
Nuno da Costa,2/10/1991,182.88,69.9,Cape Verde,Right
W. Kanon,7/6/1993,187.96,84.8,Ivory Coast,Left
Camacho,6/23/1994,170.18,74.8,Portugal,Right
J. Schieber,2/13/1989,185.42,83,Germany,Left
M. Sau,11/3/1987,170.18,64.9,Italy,Right
A. Struna,8/4/1990,190.5,86.2,Slovenia,Right
Thiago Cionek,4/21/1986,182.88,79.8,Poland,Right
J. Hugill,6/4/1992,182.88,84.8,England,Right
M. Rodríguez,8/5/1994,170.18,68,Chile,Right
P. Da Silva,2/1/1980,154.94,76.2,Paraguay,Right
Jandrei,3/1/1993,185.42,76.2,Brazil,Right
Jonas Damasto,2/29/1984,152.4,68.9,Brazil,Left
P. Bardsley,6/28/1985,154.94,78.9,Scotland,Right
L. Reyes,6/13/1991,175.26,74.8,Chile,Right
Álex Pérez,8/11/1991,190.5,83.9,Spain,Right
L. Benito,1/7/1992,185.42,84.8,Switzerland,Left
M. Diaby,7/7/1999,170.18,64.9,France,Left
N. Kebano,3/10/1992,170.18,64.9,DR Congo,Right
A. Abdennour,8/6/1989,187.96,83.9,Tunisia,Left
B. Kamara,11/23/1999,152.4,68,France,Right
R. Sallai,5/22/1997,182.88,77.1,Hungary,Right
Ayrton,6/19/1997,154.94,72.1,Brazil,Left
B. Perlaza,6/5/1992,187.96,83,Colombia,Right
Marcão,6/5/1996,185.42,81.2,Brazil,Left
B. Kamara,10/21/1996,193.04,83.9,France,Right
M. Mavraj,6/9/1986,187.96,83.9,Albania,Left
A. Leya Iseka,11/15/1997,182.88,82.1,Belgium,Right
J. Pollersbeck,8/16/1994,195.58,87.1,Germany,Right
Y. Ayhan,5/1/1982,193.04,82.1,Turkey,Right
K. Narey,7/23/1994,154.94,74.8,Germany,Right
S. Bastien,9/26/1996,175.26,73,Belgium,Right
A. Brignoli,8/19/1991,187.96,73.9,Italy,Left
C. Robinson,2/2/1995,152.4,74.8,Republic of Ireland,Right
J. Risdon,7/27/1992,167.64,69.9,Australia,Right
Y. Makarenko,5/21/1991,182.88,83.9,Ukraine,Left
Aythami Artiles,4/2/1986,182.88,78,Spain,Right
C. Riaño,8/4/1988,152.4,74.8,Argentina,Right
J. Morávek,11/1/1989,154.94,77.1,Czech Republic,Right
G. Masouras,1/1/1994,182.88,76.2,Greece,Right
Allano,4/24/1995,182.88,73,Brazil,Left
C. Falletti,12/2/1992,170.18,64.9,Uruguay,Right
T. Al Jassam,7/25/1984,170.18,68.9,Saudi Arabia,Right
F. Moubandje,6/21/1990,154.94,73.9,Switzerland,Left
S. Bossut,8/11/1985,187.96,78.9,Belgium,Right
S. Moreira,8/13/1994,152.4,72.1,France,Right
C. Terzi,6/19/1984,154.94,68.9,Italy,Right
J. Jeanvier,3/31/1993,185.42,83.9,France,Right
Martos,1/4/1984,154.94,73.9,Spain,Right
F. Fontanini,3/30/1990,154.94,79.8,Argentina,Right
J. Gressel,12/16/1993,185.42,83.9,Germany,Right
M. Ducksch,3/7/1994,187.96,78.9,Germany,Right
R. Vargas,12/2/1986,175.26,69.9,Venezuela,Right
B. Acosta,11/24/1993,175.26,73,Honduras,Right
D. Villalva,7/6/1992,160.02,62.1,Argentina,Right
P. Gallese,2/23/1990,187.96,77.1,Peru,Right
E. Kaçe,7/8/1993,170.18,60.8,Albania,Right
C. Gruezo,4/19/1995,170.18,67.1,Ecuador,Right
Y. Endo,1/28/1980,152.4,74.8,Japan,Right
M. Langerak,8/22/1988,193.04,83.9,Australia,Right
Aitor Sanz,9/13/1984,154.94,71.2,Spain,Right
L. Štetina,7/28/1991,185.42,84.8,Slovakia,Right
A. Shehu,3/12/1993,154.94,72.1,Nigeria,Right
B. Bolingoli,7/1/1995,154.94,73,Belgium,Left
T. Kalas,5/15/1993,182.88,79.8,Czech Republic,Right
M. Günok,3/1/1989,195.58,92.1,Turkey,Right
J. Forlín,1/10/1988,154.94,73.9,Argentina,Right
